IATA,NAME,DATE,AWND,PGTM,PRCP,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT05,WT08
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/28,13.87,,0,62,72,56,280,280,28,33.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/29,15.21,,0,63,71,56,270,280,25.9,32,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/30,13.42,,0,62,74,56,280,280,25.1,31.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/31,12.97,,0,63,70,57,290,290,28,35.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/1,12.53,,0,63,72,58,290,290,25.1,32,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/2,13.42,,0,62,67,58,270,260,25.1,33.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/3,14.76,,0,62,67,58,270,260,25.1,34,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/4,12.97,,0,62,71,58,290,290,29.1,36,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/5,12.97,,0,63,75,57,290,300,31.1,38.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/6,11.86,,0,65,77,57,300,300,28,35.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/7,11.63,,0,67,80,59,290,290,25.9,33.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/8,8.5,,0,64,75,57,250,230,17,25.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/9,10.51,,0,65,75,58,290,310,21,27.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/10,7.61,,0,65,81,59,310,290,17,23,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/11,10.07,,0,67,78,62,290,280,23.9,32,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/12,10.74,,0,66,75,59,300,300,25.1,31.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/13,11.41,,0,65,78,58,300,300,25.1,31.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/14,11.41,,0,66,74,60,300,300,25.9,32,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/15,12.53,,0,67,80,59,300,300,23.9,30,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/16,12.97,,0,66,77,60,300,300,25.1,31.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/17,13.42,,0,66,75,60,300,290,23.9,31.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/18,9.17,,0,68,80,63,290,310,21,25.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/19,10.51,,0,67,77,62,300,300,23.9,28,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/20,9.4,,0,68,89,61,290,300,23,30,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/21,12.3,,0.03,70,75,63,180,200,25.9,40.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/22,10.74,,0,71,78,64,290,290,23,29.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/23,9.17,,0,70,89,63,280,290,25.1,31.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/24,9.62,,0,74,82,64,230,240,19.9,23.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/25,13.2,,0,68,72,61,280,280,23.9,31.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/26,14.76,,0,63,69,59,290,300,28,34,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/27,13.42,,0,63,70,58,280,280,30,36.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/28,17.22,,0,65,74,59,290,290,28,36.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/29,14.76,,0,65,76,58,280,280,25.9,33.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/30,9.17,,0,70,91,61,280,280,25.1,32,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/8/31,11.86,,0,68,76,59,260,260,25.9,35.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/1,10.29,,0,65,71,60,280,280,19.9,25.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/2,6.26,,0,67,74,63,310,300,15,18.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/3,10.74,,0,67,75,61,280,270,21,28,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/4,12.97,,0,65,70,59,280,280,23,30,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/5,10.51,,0,65,75,58,300,300,23.9,28,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/6,8.72,,0,64,76,57,290,290,18.1,23,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/7,9.84,,0,65,71,58,300,310,21.9,30,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/8,10.07,,0,63,76,57,300,310,23.9,30,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/9,13.2,,0,63,74,57,300,320,23,29.1,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/10,11.63,,0,62,74,55,290,300,25.1,30,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/11,12.97,,0,65,72,59,270,270,30,42.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/12,8.72,,0,65,74,60,310,310,19.9,25.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/13,8.5,,0,64,74,58,310,300,21.9,25.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/14,7.61,,0,63,74,58,300,300,21,25.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/15,9.17,,0,65,73,61,290,290,21,27.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/16,9.4,,0,66,73,63,280,270,19.9,27.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/17,8.5,,0,67,75,61,260,250,19.9,30,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/18,9.62,,0,67,74,61,280,290,21.9,27.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/19,10.51,,0,65,73,60,290,290,23,29.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/20,6.49,,0,63,73,58,250,260,18.1,21.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/21,6.04,,0,64,74,57,230,180,15,21,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/22,8.05,,0,64,70,57,280,280,17,23,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/23,9.84,,0,62,70,55,280,280,19.9,25.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/24,6.93,,0,62,73,55,290,290,21.9,29.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/25,10.07,,0,66,77,59,240,230,21.9,29.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/26,12.3,,0.01,70,77,63,280,280,25.1,33.1,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/27,14.99,,0,67,76,61,280,280,31.1,38,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/28,12.53,,0,65,74,58,280,280,25.9,33.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/29,15.21,,0,64,70,60,260,270,25.1,33.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/9/30,11.18,,0.02,63,67,58,270,270,21.9,27.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/1,6.71,,0,63,74,57,300,310,19.9,23.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/2,10.51,,0,61,74,55,300,300,23,28,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/3,7.38,,0,62,75,55,300,300,17,21.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/4,2.24,,0,70,90,61,290,290,12.1,13,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/5,4.92,,0,76,92,65,280,290,19.9,25.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/6,6.26,,0,77,92,66,290,290,21,25.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/7,8.05,,0,76,91,63,290,300,19.9,25.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/8,13.87,,0,65,69,58,300,290,25.9,32,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/9,6.71,,0,62,74,57,200,200,14.1,19,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/10,12.53,,0,67,73,60,270,270,21.9,30,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/11,14.99,,0,65,71,59,290,290,23,31.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/12,7.83,,0,63,77,55,290,280,21.9,27.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/13,6.71,,0,64,74,55,280,300,21,30,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/14,6.71,,0,66,74,61,280,290,19.9,25.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/15,8.5,,0,66,77,57,300,300,19.9,25.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/16,8.28,,0,63,76,56,280,280,19.9,25.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/17,10.07,,0,66,77,59,290,290,25.1,33.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/18,3.58,,0,65,86,58,290,300,15,18.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/19,5.37,,0,72,88,61,300,300,17,19.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/20,6.49,,0,66,73,60,230,310,16.1,21.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/21,7.16,,0,64,72,57,280,240,18.1,25.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/22,9.62,,0,65,70,62,250,250,18.1,23.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/23,8.5,,0,65,72,60,270,300,21.9,28,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/24,9.17,,0,62,71,57,280,270,25.1,32,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/25,12.08,,0,61,68,58,270,270,25.1,33.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/26,10.07,,0,59,67,50,280,290,21.9,28,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/27,10.96,,0,57,65,50,280,290,23,30,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/28,8.5,,0,58,70,49,290,290,19.9,25.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/29,7.16,,0,63,74,50,60,60,19.9,23,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/30,3.36,,0,60,74,50,290,300,13,15,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/10/31,1.12,,0,60,74,50,190,30,6,6.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/1,3.36,,0,61,73,50,290,290,12.1,15,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/2,4.7,,0,63,76,54,280,280,16.1,19.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/3,7.61,,0,66,79,58,280,280,21,25.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/4,7.83,,0,66,75,59,290,290,25.9,31.1,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/5,5.59,,0.04,63,72,59,230,190,16.1,19.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/6,8.5,,0.01,66,70,60,220,230,16.1,19.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/7,10.96,,0,62,66,57,290,260,23,28,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/8,6.26,,0,59,75,50,280,290,18.1,21.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/9,6.71,,0,57,66,48,290,290,21,23.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/10,4.47,,0,57,71,49,290,280,17,19.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/11,4.47,,0,60,71,51,290,290,16.1,21,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/12,4.92,,0,60,70,51,280,290,14.1,17,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/13,4.25,,0,60,67,52,230,230,17,21,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/14,7.38,,0.03,62,73,56,170,200,21,29.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/15,6.04,,0.06,62,68,58,150,200,17,23,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/16,3.58,,0.2,62,69,58,60,250,10.1,12.1,,,1,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/17,5.59,,0.29,62,65,57,130,150,16.1,23,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/18,13.42,,0.48,62,65,56,300,310,32,42.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/19,10.51,,0,58,63,51,290,360,19.9,23,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/20,6.71,,0,59,69,52,10,10,21.9,28,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/21,4.25,,0,57,64,48,90,290,8.9,10.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/22,2.68,,0,56,67,48,290,290,14.1,15,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/23,7.61,,0,60,70,52,290,290,18.1,21.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/24,8.5,,0,59,63,52,10,20,21.9,25.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/25,6.26,,0,55,64,47,50,60,15,17,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/26,3.13,,0,55,62,46,70,140,6.9,10.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/27,2.91,,0,53,65,45,60,70,12.1,14.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/28,2.46,,0.08,54,62,45,160,170,8.1,10.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/29,6.04,,0.23,57,63,53,290,290,15,19,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/11/30,13.42,,0,58,63,53,290,290,25.9,33.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/1,8.95,,0,56,62,49,290,300,21,25.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/2,5.59,,0.04,58,64,55,260,260,13,16.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/3,5.37,,0,59,65,56,290,290,12.1,14.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/4,3.8,,0,57,63,51,290,300,14.1,18.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/5,2.01,,0,56,66,52,30,20,8.1,11,1,1,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/6,9.17,,0.11,58,64,49,150,190,23.9,30,1,1,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/7,8.28,,0.01,57,63,49,190,200,19.9,25.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/8,6.71,,0,52,59,44,360,350,18.1,23.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/9,5.14,,0,53,61,43,140,360,13,15,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/10,2.24,,0,52,59,45,350,340,8.1,12.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/11,5.14,,0,52,63,44,280,290,17,21,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/12,4.7,,0,57,61,51,280,280,19.9,23,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/13,2.91,,0,54,63,47,130,130,8.9,11,1,1,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/14,2.24,,0,54,60,46,90,80,12.1,14.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/15,4.03,,0,54,63,48,80,80,10.1,12.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/16,3.36,,0,55,64,46,150,140,8.9,12.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/17,3.58,,0.07,56,59,51,60,60,14.1,17,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/18,10.51,,0.8,56,64,53,170,180,23.9,32,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/19,10.51,,0.19,62,65,59,200,200,25.1,36,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/20,8.5,,1.3,59,60,55,70,120,17,21.9,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/21,2.46,,0,58,62,53,50,150,8.9,11,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/22,9.84,,0,57,63,53,280,280,28,35.1,1,1,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/23,4.25,,0,54,62,47,290,290,16.1,19,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/24,2.91,,0,51,57,44,300,300,12.1,14.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/25,3.8,,0,51,60,45,290,270,13,15,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/26,3.36,,0,53,58,48,130,140,15,18.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/27,10.51,,0.21,57,61,53,130,150,23.9,30,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/28,2.68,,0.01,58,63,56,40,30,10.1,11,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/29,9.62,,0.98,60,65,56,180,180,23.9,34,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/30,7.61,,0.19,57,62,52,270,300,16.1,21,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/12/31,2.91,,0,54,58,49,60,80,6.9,8.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/1,3.8,,0,54,60,48,70,60,13,15,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/2,8.5,,0.26,53,64,47,270,270,32,44.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/3,11.86,,0.18,53,59,49,310,310,25.9,34,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/4,6.93,,0,53,61,47,280,260,19.9,27.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/5,4.47,,0,56,62,50,290,290,13,16.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/6,11.18,,0.14,52,57,45,270,270,31.1,38,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/7,6.26,,0,49,56,39,300,310,15,19.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/8,4.25,,0,49,55,40,280,270,10.1,13,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/9,12.3,,0.07,53,58,49,290,300,30,36,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/10,14.09,,0.2,51,57,44,310,280,31.1,46.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/11,6.71,,0,50,54,42,320,330,19.9,27.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/12,4.47,,0,49,54,42,280,270,13,15,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/13,8.5,,0.59,51,57,47,210,220,23.9,32,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/14,7.61,,0.04,56,59,50,290,290,19.9,23,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/15,4.25,,0,53,59,50,80,70,14.1,17,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/16,4.25,,0.53,52,57,48,110,160,14.1,21.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/17,5.82,,0,54,60,49,280,290,15,18.1,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/18,2.24,,0,52,60,47,30,30,12.1,13,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/19,5.59,,0.24,54,58,50,100,170,14.1,19.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/20,10.29,,0.17,56,59,54,190,220,19.9,33.1,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/21,9.17,,0.4,56,62,53,180,200,21,31.1,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/22,8.28,,0.58,58,61,54,290,160,19.9,25.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/23,8.05,,0,56,59,53,260,270,17,21,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/24,7.61,,0.5,55,60,52,190,200,18.1,31.1,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/25,6.71,,0,56,61,49,280,290,16.1,21,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/26,2.24,,0,54,60,51,100,90,8.1,10.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/27,3.58,,0,56,60,51,30,140,10.1,13,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/28,3.8,,0,58,66,53,180,170,10.1,14.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/29,2.46,,0,57,66,49,360,360,10.1,14.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/30,6.93,,0,58,64,54,190,200,23,40,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/1/31,14.32,,1.14,59,61,53,180,160,29.1,42.1,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/2/1,7.16,,0.41,54,59,51,270,250,19.9,23.9,1,,1,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/2/2,6.93,,0.13,53,58,48,280,270,21,25.9,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/2/3,8.95,,0.57,51,55,48,80,140,21.9,29.1,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/2/4,26.84,,1.17,53,62,49,180,180,47,77,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2024/2/5,10.51,,0.07,55,60,51,200,190,30,42.9,,,1,,
